SAVAGE SON,Jack Carr,Emily Bestler/Atria,1,432,Mysteries & Thrillers,4.5,2189,9.99,15.94,"8,597",4.8
IN FIVE YEARS,Rebecca Serle,Atria,5,272,Fiction & Literature,4,4614,12.99,21.49,"29,626",4.3
THE DUTCH HOUSE,Ann Patchett,Harper,28,352,Fiction & Literature,4.5,4655,10.99,13.85,"29,087",4.4
THE GLASS HOTEL,Emily St. John Mandel,Knopf,4,320,Literary,4,1129,11.99,17.25,"9,448",4.0
REDHEAD BY THE SIDE OF THE ROAD,Anne Tyler,Knopf,2,192,Literary,3.5,578,11.99,17.05,"8,383",4.0
SMOKE BITTEN,Patricia Briggs,Ace,1,352,Fantasy,4.5,791,8.99,17.33,"7,476",4.8
HIT LIST,Stuart Woods,Putnam,1,336,Action & Adventure,4,862,9.99,9.99,"3,011",4.5
THE MIRROR & THE LIGHT,Hilary Mantel,Holt,2,480,Historical,4.5,327,11.99,13.39,"11,597",4.5
STAR WARS: THE RISE OF SKYWALKER,Rae Carson,Del Rey,1,272,Science Fiction,4,232,9.99,15.70,"2,955",4.7
A CONSPIRACY OF BONES,Kathy Reichs,Scribner,1,352,Mysteries & Thrillers,4,417,9.99,12.29,"4,694",4.4
BLINDSIDE,James Patterson and James O. Born,"Little, Brown",4,384,Mysteries & Thrillers,4.5,1220,9.99,14.63,"6,718",4.6
LONG RANGE,C.J. Box,Putnam,3,368,Mysteries & Thrillers,4.5,2401,9.99,14.39,"7,708",4.7
JOURNEY OF THE PHARAOHS,Clive Cussler and Graham Brown,Putnam,2,432,Action & Adventure,4.5,746,9.99,17.50,"4,752",4.7
THE LAST WISH,Andrzej Sapkowski,Orbit,4,384,Epic,4.5,3756,7.99,8.99,"26,920",4.7
DEAR EDWARD,Ann Napolitano,Dial,2,352,Fiction & Literature,4.5,1578,14.99,13.00,"11,232",4.5
SUCH A FUN AGE,Kiley Reid,Putnam,3,320,Literary,4,2651,12.99,11.93,"23,560",4.2
THE OUTSIDER,Stephen King,Scribner,14,576,Mysteries & Thrillers,4.5,4085,9.99,16.01,"22,912",4.6
MORAL COMPASS,Danielle Steel,Delacorte,2,288,Fiction & Literature,4,543,8.99,7.49,"4,606",4.6
BEFORE WE WERE YOURS,Lisa Wingate,Ballantine,53,352,Historical,4.5,7111,11.99,13.21,"38,219",4.7
LONG BRIGHT RIVER,Liz Moore,Riverhead,2,496,Literary,4,1257,12.99,21.47,"7,917",4.3
CRISS CROSS,James Patterson,"Little, Brown",4,400,Mysteries & Thrillers,4.5,1671,9.99,18.50,"8,951",4.7
A MINUTE TO MIDNIGHT,David Baldacci,Grand Central,5,432,Mysteries & Thrillers,4.5,3467,9.99,12.45,"15,598",4.6
TWISTED TWENTY-SIX,Janet Evanovich,Putnam,6,320,Women Sleuths,4.5,2237,9.99,9.99,"16,217",4.7
THE TESTAMENTS,Margaret Atwood,Nan A. Talese/Doubleday,13,432,Fiction & Literature,4.5,2944,11.99,15.16,"26,803",4.6
THE GIVER OF STARS,Jojo Moyes,Pamela Dorman/Viking,10,400,Fiction & Literature,4.5,4130,9.99,12.58,"43,273",4.6
THE OVERSTORY,Richard Powers,Norton,6,512,Literary,4.5,1437,14.99,17.99,"17,706",4.4
"OLIVE, AGAIN",Elizabeth Strout,Random House,8,304,Literary,4,2831,13.99,12.24,"8,563",4.5
THE WATER DANCER,Ta-Nehisi Coates,One World,8,416,African American,4,3082,4.99,14.95,"12,276",4.6
GOLDEN IN DEATH,JD Robb,St. Martin's,2,384,Police Procedural,4.5,1679,8.99,6.26,"10,954",4.8
CROOKED RIVER,Douglas Preston and Lincoln Child,Grand Central,2,416,Police Procedural,4.5,1288,9.99,14.27,"5,895",4.7
A LONG PETAL OF THE SEA,Isabel Allende,Ballantine,2,336,Literary,4.5,678,13.99,15.13,"11,869",4.4
MASKED PREY,John Sandford,Putnam,1,416,Mysteries & Thrillers,4,2302,9.99,5.99,"10,715",4.5
THE 20TH VICTIM,James Patterson and Maxine Paetro,Little Brown,3,432,Mysteries & Thrillers,4,1667,11.99,14.54,"15,989",4.7
ON OCEAN BOULEVARD,Mary Alice Monroe,Gallery,1,384,Fiction & Literature,4.5,390,12.99,12.00,"3,068",4.6
RODHAM,Curtis Sittenfeld,Random House,1,432,Literary,4,197,12.99,6.95,"3,275",4.2
THE LAST FLIGHT,Julie Clark,Sourcebooks Landmark,1,288,Mysteries & Thrillers,4,3790,12.99,21.65,"21,911",4.4
PARTY OF TWO,Jasmine Guillory,Berkley,1,320,Romance,4.5,454,11.99,10.49,"3,045",4.4
TOM CLANCY: FIRING POINT,Mike Maden,Putnam,2,480,Mysteries & Thrillers,4.5,1197,9.99,14.20,"4,775",4.5
DEADLOCK,Catherine Coulter,Gallery,1,480,Mysteries & Thrillers,4.5,866,9.99,11.76,"5,866",4.7
THE END OF HER,Shari Lapena,Pamela Dorman,1,352,Mysteries & Thrillers,4,692,13.99,14.89,"8,849",4.3
MEXICAN GOTHIC,Silvia Moreno-Garcia,Del Rey,2,320,Historical,4,1321,10.99,11.71,"19,516",4.2
THICK AS THIEVES,Sandra Brown,Grand Central,1,384,Mysteries & Thrillers,4,1148,9.99,11.61,"9,173",4.5
EMERALD BLAZE,Ilona Andrews,Avon,1,400,Paranormal,4.5,513,4.99,7.99,"5,082",4.8
SOMEONE TO ROMANCE,Mary Balogh,Berkley,1,336,Historical,4.5,203,7.99,19.60,"1,739",4.6
ROYAL,Danielle Steel,Delacorte,2,288,Historical,4,797,8.99,15.40,"9,270",4.6
TRUTH AND JUSTICE,Fern Michaels,Zebra,1,368,Action & Adventure,4.5,212,7.99,5.85,"3,113",4.7
THE EXILES,Christina Baker Kline,Custom House,1,400,Literary,4.5,713,9.99,13.29,"7,309",4.4
NEXT TO LAST STAND,Craig Johnson,Viking,1,336,Mysteries & Thrillers,4.5,553,11.99,20.49,"6,826",4.6
SHAKEUP,Stuart Woods,Putnam,1,320,Action & Adventure,4,857,9.99,17.00,"3,888",4.4
THE WONDER BOY OF WHISTLE STOP,Fannie Flagg,Random House,1,304,Fiction & Literature,4.5,299,13.99,17.99,"6,586",4.6
"TRULY, MADLY, DEEPLY",Karen Kingsbury,Atria,1,368,Religious,4.5,170,12.99,18.51,"3,367",4.8
THE NOEL LETTERS,Richard Paul Evans,Gallery,1,384,Fiction & Literature,4.5,114,10.99,10.99,"2,900",4.8
MY LAST DUCHESS,Eloisa James,Avon,1,432,Historical,4.5,233,5.99,7.99,"1,528",4.5
WAR LORD,Bernard Cornwell,Harper,1,352,Historical,4.5,714,12.99,14.97,"12,371",4.8
ARCHANGEL'S SUN,Nalini Singh,Berkley,1,368,Paranormal,4.5,393,7.99,7.99,"4,792",4.8
THE RISE OF MAGICKS,Nora Roberts,St. Martin's,1,464,Paranormal,4.5,1779,8.99,5.6,"11,711",4.7
WHERE WINTER FINDS YOU,JR Ward,Gallery,1,480,Paranormal,4.5,550,5.99,5.99,"3,680",4.8
SPY,Danielle Steel,Delacorte,1,288,Historical,4,445,7.99,7.99,"4,792",4.6
THE INSTITUTE,Stephen King,Scribner,12,576,Mysteries & Thrillers,4.5,4883,9.99,14.96,"30,176",4.7
THE NIGHT FIRE,Michael Connelly,"Little, Brown",6,400,Mysteries & Thrillers,4.5,3743,9.99,11.24,"17,839",4.6
11/22/63,Stephen King,Scribner,6,864,Fiction & Literature,4.5,7812,11.99,15.00,"4,684",4.8
LOCKED ON,Tom Clancy with Mark Greaney,Penguin Group,1,864,Mysteries & Thrillers,4,2393,8.99,7.17,"2,563",4.5
THE HELP,Kathryn Stockett,Penguin Group,44,464,Literary,4.5,37901,13.99,11.20,"16,829",4.8
THE LITIGATORS,John Grisham,Knopf Doubleday Publishing,8,400,Mysteries & Thrillers,4,6189,8.99,8.99,"9,831",4.5
THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson,Knopf Doubleday Publishing,18,480,Mysteries & Thrillers,4.5,6865,4.99,22.39,"14,056",4.5
KILL ALEX CROSS,James Patterson,"Little, Brown & Company",5,384,Police Procedural,4,1723,9.99,10.00,"3,247",4.6
EXPLOSIVE EIGHTEEN,Janet Evanovich,Random House Publishing,4,320,Women Sleuths,4,1816,8.99,8.99,"4,204",4.6
DEATH COMES TO PEMBERLEY,P D James,Knopf Doubleday Publishing,2,304,Historical,3.5,1103,6.99,11.00,"2,546",3.8
THE BEST OF ME,Nicholas Sparks,Grand Central Publishing,10,368,Suspense,4,76,1.99,10.19,"8,100",4.6
V IS FOR VENGEANCE,Sue Grafton,Penguin Group,5,448,Mysteries & Thrillers,4,1165,9.99,10.88,"2,873",4.6
THE GIRL WHO PLAYED WITH FIRE,Stieg Larsson,Knopf Doubleday Publishing,10,512,Mysteries & Thrillers,4.5,5136,6.99,3.50,"9,726",4.7
ZERO DAY,David Baldacci,Grand Central Publishing,7,448,Mysteries & Thrillers,4,2790,11.99,16.25,"9,424",4.5
THE TIGER'S WIFE,Téa Obreht,Random House Publishing,0,352,Literary,3.5,1127,13.99,13.99,"1,511",3.7
THE ART OF FIELDING,Chad Harbach,"Little, Brown & Company",0,528,Fiction & Literature,4.5,2375,2.99,10.00,"1,827",4.2
MICRO,Michael Crichton and Richard Preston,HarperCollins Publishers,0,560,Mysteries & Thrillers,3.5,1135,9.99,9.99,"2,050",4.1
THE GIRL WHO KICKED THE HORNET’S NEST,Stieg Larsson,Knopf Doubleday Publishing,0,576,Mysteries & Thrillers,4.5,6736,7.99,6.00,"10,179",4.7
A GAME OF THRONES,George RR Martin,Random House Publishers,0,704,Epic,4.5,8056,8.99,8.99,"24,943",4.7
11/22/63,Stephen King,Scribner,6,864,Fiction & Literature,4.5,7812,11.99,15.00,"4,684",4.8
GONE GIRL,Gillian Flynn,Crown Publishing,29,432,Mysteries & Thrillers,4,12597,11.99,11.99,"64,482",4.1
FIFTY SHADES OF GREY,E L James,Knopf Doubleday Publishing,43,759,Fiction & Literature,0,0,11.99,13.99,"57,794",4.0
SAFE HAVEN,Nicholas Sparks,Grand Central Publishing,4,352,Fiction & Literature,4.5,7669,8.99,9.99,"10,398",4.7
THE FORGOTTEN,David Baldacci,Grand Central Publishing,5,540,Mysteries & Thrillers,4.5,2625,11.99,13.38,"10,258",4.5
THREAT VECTOR,Tom Clancy with Mark Greaney,Penguin Group,3,848,Mysteries & Thrillers,4.5,2357,8.99,8.99,"5,053",4.6
NOTORIOUS NINETEEN,Janet Evanovich,Random House Publishing,5,320,Women Sleuths,4.5,1297,8.99,8.99,"7,600",4.6
LIFE OF PI,Yann Martel,Houghton Mifflin Harcourt Publishers,7,352,Literary,5,5,9.99,6.00,"13,193",4.4
THE BLACK BOX,Michael Connelly,"Little, Brown & Company",4,416,Police Procedural,4.5,1660,11.99,11.99,"7,903",4.5
THE CASUAL VACANCY,J K Rowling,"Little, Brown & Company",8,512,Fiction & Literature,3.5,2780,11.99,15.00,"10,474",3.4
FIFTY SHADES DARKER,E L James,Knopf Doubleday Publishing,43,544,Contemporary,4.5,153,9.99,9.51,"31,203",4.5
FIFTY SHADES FREED,E L James,Knopf Doubleday Publishing,41,592,Contemporary,4.5,106,9.99,9.97,"30,887",4.5
THE COINCIDENCE OF CALLIE AND KAYDEN,Jessica Sorensen,Jessica Sorensen,1,336,New Adult,4.5,595,7.99,13.99,"4,444",4.4
THE LAST MAN,Vince Flynn,Simon & Schuster,6,448,Mysteries & Thrillers,4.5,3886,13.99,13.99,"5,967",4.7
CROSS ROADS,Wm Paul Young,FaithWords,0,304,Fiction & Literature,4.5,389,9.99,10.39,"3,170",4.6
11/22/63,Stephen King,Scribner,0,864,Fiction & Literature,4.5,7812,11.99,15.00,"4,684",4.8
THE TWELVE TRIBES OF HATTIE,Ayana Mathis,Knopf Doubleday Publishing,0,256,Literary,4,282,11.99,11.99,"2,243",4.2
THE TIME KEEPER,Mitch Albom,Hyperion Press,0,240,Fiction & Literature,4.5,304,7.99,15.95,"4,916",4.5
FALLEN TOO FAR,Abbi Glines,Abbi Glines,0,272,New Adult,4.5,357,9.99,13.79,"3,323",4.5
HOPELESS,Colleen Hoover,Colleen Hoover,1,256,New Adult,4.5,852,11.99,1.96,"17,176",4.6
THE HOST,Stephenie Meyer,"Little, Brown & Company",1,624,Science Fiction,4.5,2699,8.99,12.99,"9,248",4.6
THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson,Knopf Doubleday Publishing,31,480,Mysteries & Thrillers,4.5,6865,4.99,22.39,"14,056",4.5
WATER FOR ELEPHANTS,Sara Gruen,Algonquin,0,352,Fiction & Literature,4.5,2635,9.99,5.99,"5,724",4.6
BARED TO YOU,Sylvia Day,Penguin Group,0,352,Contemporary,4.5,13380,3.99,3.99,"13,433",4.4
A MEMORY OF LIGHT,Robert Jordan and Brandon Sanderson,Tor/Tom Doherty Associates,1,912,Epic,4.5,2078,10.99,10.99,"10,358",4.8
COLLATERAL DAMAGE,Stuart Woods,Penguin Group,1,320,Action & Adventure,4.5,580,9.99,9.99,"1,111",4.5
THE FIFTH ASSASSIN,Brad Meltzer,Grand Central Publishing,1,448,Mysteries & Thrillers,4,980,7.99,7.99,"1,393",4.2
PRIVATE BERLIN,James Patterson and Mark Sullivan,"Little, Brown & Company",1,448,Mysteries & Thrillers,4,698,9.99,5.00,"2,918",4.5
SUSPECT,Robert Crais,Penguin Group,1,320,Mysteries & Thrillers,4.5,1314,8.99,8.99,"3,472",4.6
EVER AFTER,Kim Harrison,HarperCollins Publishers,1,528,Paranormal,4.5,515,7.99,7.99,"2,015",4.8
UNTIL THE END OF TIME,Danielle Steel,Random House Publishing,1,336,Fiction & Literature,4,665,6.99,6.99,"2,913",4.5
COLLIDE,Gail McHugh,Gail McHugh,1,416,New Adult,4.5,410,5.99,17.00,"2,607",4.5
HEARTSONG,Debbie Macomber,Random House Publishing,1,186,Contemporary,4,341,2.99,2.99,937,4.3
TENTH OF DECEMBER,George Saunders,Random House Publishing,2,272,Short Stories,4,507,12.99,13.99,"2,015",3.9
THE SILVER LININGS PLAYBOOK,Matthew Quick,"Farrar, Straus & Giroux",1,304,Literary,4.5,3185,10.99,10.99,"4,778",4.4
A DEEPER LOVE INSIDE,Sister Souljah,Simon & Schuster,0,432,African American,4.5,1409,12.99,12.99,"7,507",4.6
DYING TO READ,Lorena McCourtney,Revell,0,320,Fiction & Literature,4.5,155,5.99,5.99,975,4.2
WARM BODIES,Isaac Marion,Simon & Schuster,0,256,Mysteries & Thrillers,4.5,1464,12.99,11.20,"3,037",4.6
TOUCH AND GO,Lisa Gardner,Penguin Group,1,432,Mysteries & Thrillers,4.5,1291,9.99,7.49,"2,487",4.6
RUSH,Maya Banks,Penguin Group,1,416,Contemporary,4,2565,7.99,13.82,"2,578",4.2
A WEEK IN WINTER,Maeve Binchy,Knopf Doubleday Publishing,1,336,Family,4,1126,7.99,8.47,"7,981",4.5
GUILT,Jonathan Kellerman,Random House Publishing,1,400,Mysteries & Thrillers,4,629,9.99,10.15,"1,775",4.4
"ALEX CROSS, RUN",James Patterson,"Little, Brown & Company",1,416,Police Procedural,4,1356,9.99,9.99,"5,663",4.6
CALCULATED IN DEATH,J D Robb,Penguin Group,1,400,Suspense,4.5,1133,8.99,7.99,"4,002",4.7
THE STORYTELLER,Jodi Picoult,Simon & Schuster,1,480,Fiction & Literature,4.5,2760,13.99,14.57,"12,046",4.6
IMMORTAL EVER AFTER,Lynsay Sands,HarperCollins Publishers,1,384,Paranormal,4.5,279,7.99,4.95,921,4.8
RECKLESS,S C Stephens,Simon & Schuster,1,544,New Adult,4.5,2027,7.99,7.99,"2,319",4.7
SIX YEARS,Harlan Coben,Penguin Group,1,368,Mysteries & Thrillers,4,3178,9.99,7.49,"7,511",4.3
LOVER AT LAST,J R Ward,Penguin Group,1,608,Paranormal,4.5,1409,8.99,7.89,"4,882",4.7
WALKING DISASTER,Jamie McGuire,Simon & Schuster,1,448,Contemporary,4.5,3367,10.99,10.99,"5,171",4.5
FEVER,Maya Banks,Penguin Group,1,416,Contemporary,4,1782,5.99,13.99,"1,754",4.3
STARTING NOW,Debbie Macomber,Random House Publishing,1,352,Contemporary,4.5,362,5.99,5.99,"1,736",4.7
LIFE AFTER LIFE,Kate Atkinson,"Little, Brown & Company",1,544,Literary,4,891,12.99,12.99,"8,130",3.9
FALLING INTO YOU,Jasinda Wilder,Jasinda Wilder,3,298,Romance,4.5,614,0.0,7.99,"3,044",4.3
WHISKEY BEACH,Nora Roberts,Putnam,1,496,Suspense,4.5,3684,7.99,16.97,"7,945",4.6
THE HIT,David Baldacci,Grand Central,1,448,Mysteries & Thrillers,4,2584,11.99,10.00,"12,042",4.6
CLAIM ME,J Kenner,Bantam,1,384,Contemporary,4.5,1076,5.99,5.99,"1,860",4.6
FLY AWAY,Kristin Hannah,St. Martin's,1,416,Fiction & Literature,4.5,1576,11.99,30.11,"14,704",4.5
12TH OF NEVER,James Patterson and Maxine Paetro,"Little, Brown",1,512,Mysteries & Thrillers,4,1013,9.99,8.99,"7,138",4.6
BEST KEPT SECRET,Jeffrey Archer,St. Martin's,1,384,Fiction & Literature,4,805,9.99,9.99,"8,999",4.4
DEAD EVER AFTER,Charlaine Harris,Ace,1,352,Paranormal,4,1828,8.99,14.99,"7,076",4.0
SILKEN PREY,John Sandford,Putnam,1,416,Mysteries & Thrillers,4.5,1573,9.99,8.50,"3,865",4.6
INFERNO,Dan Brown,Doubleday,1,480,Mysteries & Thrillers,4,14226,9.99,5.94,"33,861",4.2
EYES WIDE OPEN,Raine Miller,Atria,1,272,Erotica,4.5,534,13.99,10.72,927,4.4
AND THE MOUNTAINS ECHOED,Khaled Hosseini,Riverhead,1,416,Literary,4.5,3680,12.99,9.99,"15,741",4.4
DEEPLY ODD,Dean Koontz,Bantam,1,352,Mysteries & Thrillers,4.5,758,9.99,7.49,"3,314",4.6
THE FOREVER OF ELLA AND MICHA,Jessica Sorensen,Forever,1,336,New Adult,4.5,416,5.99,5.99,697,4.5
ZERO HOUR,Clive Cussler and Graham Brown,Putnam,1,400,Action & Adventure,4,602,9.99,9.99,"1,977",4.6
ENTWINED WITH YOU,Sylvia Day,Berkley,1,368,Contemporary,4.5,9737,9.99,14.49,"13,387",4.3
JOYLAND,Stephen King,Hard Case Crime,1,288,Hard-Boiled,4.5,640,7.99,7.89,"9,530",4.6
REVENGE WEARS PRADA,Lauren Weisberger,Simon & Schuster,1,400,Literary,3.5,854,12.99,12.99,"2,149",3.7
A GAME OF THRONES,George RR Martin,Bantam,37,704,Epic,4.5,8056,8.99,8.99,"24,943",4.7
THE KILL ROOM,Jeffery Deaver,Grand Central,1,752,Mysteries & Thrillers,4,400,7.99,7.99,"1,759",4.4
THE HEIST,Janet Evanovich and Lee Goldberg,Bantam,1,320,Mysteries & Thrillers,4,844,8.99,16.98,"4,101",4.4
BAD MONKEY,Carl Hiaasen,Knopf,2,496,Fiction & Literature,4,1160,9.99,16.00,"4,657",4.3
SURRENDER YOUR LOVE,JC Reed,J.C. Reed,3,1034,Contemporary,4.5,74,5.99,3.99,"1,888",4.1
CONQUER YOUR LOVE,JC Reed,J.C. Reed,2,1034,Contemporary,4.5,74,5.99,3.99,"1,389",4.3
SECOND HONEYMOON,James Patterson and Howard Roughan,"Little, Brown",1,432,Mysteries & Thrillers,4,969,9.99,10.00,"3,738",4.4
THIS MAN CONFESSED,Jodi Ellen Malpas,Grand Central,1,528,Contemporary,4.5,1887,11.99,11.99,"4,287",4.7
AFFLICTION,Laurell K Hamilton,Berkley,1,576,Paranormal,4.5,617,8.99,19.17,"2,496",4.6
MACRIEVE,Kresley Cole,Gallery Books,1,368,Paranormal,4.5,389,7.99,17.80,"1,431",4.6
A IS FOR ALIBI,Sue Grafton,Holt,1,288,Women Sleuths,4,1303,9.99,6.47,"3,550",4.3
LOSING HOPE,Colleen Hoover,Atria,1,256,New Adult,4.5,852,11.99,11.99,"4,017",4.6
BEAUTIFUL BITCH,Christina Lauren,Gallery Books,1,128,Contemporary,4.5,1097,4.99,3.01,"1,251",4.4
THE CUCKOO'S CALLING,Robert Galbraith,"Mulholland Books/Little, Brown",1,464,Mysteries & Thrillers,4,6220,8.99,8.99,"25,179",4.2
THE ENGLISH GIRL,Daniel Silva,Harper,1,544,Mysteries & Thrillers,4,2004,9.99,9.99,"6,036",4.6
FIRST SIGHT,Danielle Steel,Delacorte,1,384,Fiction & Literature,4,580,6.99,7.99,"2,294",4.3
PULSE,Gail McHugh,Gail McHugh,2,416,Contemporary,4.5,568,7.99,17.00,"2,607",4.5
THE WHITE PRINCESS,Philippa Gregory,Touchstone,1,544,Historical,4,410,12.99,12.99,"3,509",4.5
TIME FOR LOVE,Marie Force,HTJB,1,418,Contemporary,4.5,652,4.99,4.99,"1,096",4.6
THE WITNESS,Sandra Brown,Grand Central,0,448,Mysteries & Thrillers,4,294,7.99,7.99,"2,392",4.5
LIGHT OF THE WORLD,James Lee Burke,Simon & Schuster,1,560,Mysteries & Thrillers,4,311,12.99,12.99,"1,711",4.4
THE REDEMPTION OF CALLIE AND KAYDEN,Jessica Sorensen,Forever,1,336,New Adult,4.5,484,7.99,7.99,"1,509",4.2
COMPLETE ME,J Kenner,Bantam,1,320,Contemporary,4.5,851,9.99,9.99,"1,828",4.5
JANE'S MELODY,Ryan Winfield,Birch Paper Press,1,352,New Adult,5,16,5.99,5.06,"2,751",4.5
MAGIC RISES,Ilona Andrews,Ace,1,368,Fantasy,4.5,438,8.99,6.99,"2,500",4.8
MISTRESS,James Patterson and David Ellis,"Little, Brown",1,448,Mysteries & Thrillers,4,528,9.99,16.00,"2,940",3.8
ROSE HARBOR IN BLOOM,Debbie Macomber,Random House,1,336,Contemporary,4.5,478,5.99,5.99,"2,846",4.7
THE HUSBAND'S SECRET,Liane Moriarty,Amy Einhorn/Putnam,2,416,Fiction & Literature,4,6571,11.99,11.99,"38,722",4.3
NEVER GO BACK,Lee Child,Delacorte,1,416,Mysteries & Thrillers,4.5,2931,9.99,9.99,"13,817",4.4
STYXX,Sherrilyn Kenyon,St. Martin's,1,848,Paranormal,5,665,14.99,31.99,"2,686",4.7
DARK LYCAN,Christine Feehan,Berkley,1,400,Paranormal,4.5,343,8.99,8.99,"1,821",4.7
W IS FOR WASTED,Sue Grafton,Marian Wood/Putnam,1,496,Women Sleuths,4.5,974,9.99,16.50,"5,818",4.5
SECOND WATCH,J A Jance,Morrow/HarperCollins,1,464,Hard-Boiled,4.5,268,8.99,5.49,"1,821",4.6
ROBERT B. PARKER’S DAMNED IF YOU DO,Michael Brandman,Putnam,1,288,Police Procedural,4,214,9.99,4.92,"1,529",4.3
THE MILL RIVER RECLUSE,Darcie Chan,Darcie Chan,12,416,Fiction & Literature,4.5,94,0.99,0.99,"2,432",4.2
THE LONGEST RIDE,Nicholas Sparks,Grand Central,1,416,Historical,4.5,3929,8.99,15.04,"12,842",4.7
THANKLESS IN DEATH,J D Robb,Putnam,1,416,Suspense,4.5,945,8.99,5.66,"4,108",4.7
THE FINAL CUT,Catherine Coulter and JT Ellison,Putnam,1,464,Mysteries & Thrillers,4.5,712,9.99,7.97,"1,968",4.6
THE QUEST,Nelson DeMille,Center Street,1,464,Action & Adventure,3.5,688,9.99,10.89,"2,327",3.7
DEADLY HEAT,Richard Castle,Hyperion,1,304,Mysteries & Thrillers,4.5,45,7.99,22.88,"1,524",4.6
OUT OF LINE,Jen McLaughlin,Jen McLaughlin,1,658,Fiction & Literature,5,12,3.99,9.99,416,4.2
BLEEDING EDGE,Thomas Pynchon,Penguin Press,1,496,Literary,3.5,130,10.99,14.88,511,4.0
THE MAYAN SECRETS,Clive Cussler and Thomas Perry,Putnam,0,384,Action & Adventure,4,616,9.99,9.99,"2,001",4.5
DOCTOR SLEEP,Stephen King,Scribner,1,544,Fiction & Literature,4.5,4503,9.99,14.81,"22,493",4.7
THE LOWLAND,Jhumpa Lahiri,Knopf,1,352,Literary,4,527,11.99,14.53,"2,573",4.2
ORPHAN TRAIN,Christina Baker Kline,Morrow/HarperCollins,1,400,Literary,4.5,2377,7.99,8.53,"24,567",4.6
SIMPLE PERFECTION,Abbi Glines,Atria,1,256,New Adult,4.5,839,9.99,9.99,"1,061",4.6
ONE LUCKY VAMPIRE,Lynsay Sands,Avon/HarperCollins,1,384,Paranormal,4.5,175,7.99,4.95,961,4.7
SILENCING EVE,Iris Johansen,St. Martin's,1,416,Mysteries & Thrillers,4.5,373,7.99,12.79,"1,393",4.7
THE SIGNATURE OF ALL THINGS,Elizabeth Gilbert,Viking,1,512,Literary,4,1282,12.99,12.99,"7,022",4.3
THE OCTOBER LIST,Jeffery Deaver,Grand Central,1,208,Mysteries & Thrillers,3.5,163,2.99,2.99,955,3.4
THE TRAINING,Tara Sue Me,New American Library,1,336,Contemporary,4.5,203,9.99,9.99,753,4.4
POSSESSION,J R Ward,New American Library,1,544,Paranormal,4.5,274,7.99,7.99,"1,222",4.7
DEADLINE,Sandra Brown,Grand Central,0,416,Mysteries & Thrillers,4.5,623,7.99,15.00,"2,038",4.6
STORM FRONT,John Sandford,Putnam,1,384,Mysteries & Thrillers,4,1355,9.99,9.99,"3,372",4.3
DOING HARD TIME,Stuart Woods,Putnam,1,320,Action & Adventure,4,538,9.99,9.99,"1,412",4.5
STARRY NIGHT,Debbie Macomber,Ballantine,1,256,Contemporary,4,298,7.99,7.99,"1,524",4.5
THE CIRCLE,Dave Eggers,Knopf/McSweeney’s,1,504,Literary,4,1234,11.99,12.19,"6,619",3.8
WORTH THE FIGHT,Vi Keeland,Vi Keeland,1,382,Romance,4.5,375,4.99,3.99,"1,000",4.5
CARTER REED,Tijan,Tijan,1,415,Contemporary,4.5,861,3.99,3.9,"2,080",4.4
SECRETS COLLIDE,Kathleen Brooks,Kathleen Brooks,0,285,Suspense,4.5,483,4.99,5.43,730,4.8
INHERIT THE DEAD,Lee Child,Touchstone,0,288,Hard-Boiled,4,173,14.99,14.99,637,3.8
JUST ONE EVIL ACT,Elizabeth George,Dutton,1,736,Mysteries & Thrillers,4.5,410,9.99,9.99,"2,815",4.1
IDENTICAL,Scott Turow,Grand Central,1,384,Fiction & Literature,3.5,316,9.99,9.99,"1,068",3.8
BETWEEN SISTERS,Kristin Hannah,Ballantine,1,400,Fiction & Literature,4.5,1310,13.99,13.99,"8,558",4.5
BRIDGET JONES: MAD ABOUT THE BOY,Helen Fielding,Knopf,1,400,Fiction & Literature,4,414,11.99,11.99,"5,064",3.7
POLICE,Jo Nesbo,Knopf,1,448,Mysteries & Thrillers,4.5,329,9.99,9.99,"3,447",4.5
TREASURE YOUR LOVE,JC Reed,J.C. Reed,1,1034,Contemporary,4.5,74,5.99,3.78,908,4.4
THE WOLVES OF MIDWINTER,Anne Rice,Knopf,1,400,Mysteries & Thrillers,4,435,11.99,11.99,"1,902",4.5
THE LUMINARIES,Eleanor Catton,"Little, Brown",0,848,Historical,3.5,750,8.99,8.99,"3,791",3.9
SYCAMORE ROW,John Grisham,Doubleday,1,464,Mysteries & Thrillers,4.5,8365,9.99,14.45,"32,868",4.6
THE GOLDFINCH,Donna Tartt,"Little, Brown",1,784,Literary,4,7332,13.99,13.99,"40,722",4.0
WE ARE WATER,Wally Lamb,Harper,1,592,Family,4,830,11.99,17.36,"2,240",4.3
THE TEMPTATION OF LILA AND ETHAN,Jessica Sorensen,Grand Central,1,336,New Adult,4.5,151,6.99,6.99,329,4.5
TRUST IN ME,J Lynn,William Morrow Impulse,0,352,Contemporary,4.5,378,5.99,2.98,770,4.6
THE WAGER,Rachel Van Dyken,Forever,0,256,Contemporary,4.5,260,6.99,6.99,647,4.7
DARK WITCH,Nora Roberts,Berkley,1,368,Contemporary,4.5,1576,8.99,5.64,"10,293",4.6
A DANCE WITH DRAGONS,George R R Martin,Random House,10,1040,Epic,4.5,8317,9.99,9.99,"16,375",4.5
